ContestID,ContestName,NominatingParty,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100043016,"STATE SENATOR, 23RD DISTRICT","DEMOCRAT, WORKING FAMILIES","","","SD 23",13,,300024777,"MICHAEL DEMBROW",11/10/2020 9:29:20 PM,1,61426,0.969981208647181,17/17,
100043017,"STATE SENATOR, 25TH DISTRICT","","","","SD 25",14,,9901,"Write-in",11/10/2020 9:29:20 PM,1,125,0.00216536456077745,19/19,
100043017,"STATE SENATOR, 25TH DISTRICT","DEMOCRAT, WORKING FAMILIES","","","SD 25",14,,100066739,"CHRIS GORSEK",11/10/2020 9:29:20 PM,1,29949,0.518804025845791,19/19,
100043017,"STATE SENATOR, 25TH DISTRICT","REPUBLICAN, INDEPENDENT","","","SD 25",14,,100066740,"JUSTIN HWANG",11/10/2020 9:29:20 PM,1,27653,0.479030609593431,19/19,
100043059,"STATE REPRESENTATIVE, 27TH DISTRICT","","","","HD 27",15,,9901,"Write-in",11/10/2020 9:29:20 PM,1,1,0.000718390804597701,2/14,
100043059,"STATE REPRESENTATIVE, 27TH DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 27",15,,100066768,"SHERI SCHOUTEN",11/10/2020 9:29:20 PM,1,966,0.693965517241379,2/14,
100043059,"STATE REPRESENTATIVE, 27TH DISTRICT","REPUBLICAN, LIBERTARIAN","","","HD 27",15,,100069242,"SANDRA NELSON",11/10/2020 9:29:20 PM,1,425,0.305316091954023,2/14,
100043063,"STATE REPRESENTATIVE, 31ST DISTRICT","","","","HD 31",17,,9901,"Write-in",11/10/2020 9:29:20 PM,1,6,0.00156535350900078,3/44,
100043063,"STATE REPRESENTATIVE, 31ST DISTRICT","DEMOCRAT, INDEPENDENT, WORKING FAMILIES","","","HD 31",17,,300025060,"BRAD WITT",11/10/2020 9:29:20 PM,1,2681,0.69945212627185,3/44,
100043063,"STATE REPRESENTATIVE, 31ST DISTRICT","REPUBLICAN","","","HD 31",17,,100066774,"BRIAN G STOUT",11/10/2020 9:29:20 PM,1,1146,0.29898252021915,3/44,
100043065,"STATE REPRESENTATIVE, 33RD DISTRICT","","","","HD 33",19,,9901,"Write-in",11/10/2020 9:29:20 PM,1,21,0.00128424657534247,3/14,
100043065,"STATE REPRESENTATIVE, 33RD DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 33",19,,100066778,"MAXINE E DEXTER",11/10/2020 9:29:20 PM,1,14065,0.860139432485323,3/14,
100043065,"STATE REPRESENTATIVE, 33RD DISTRICT","REPUBLICAN","","","HD 33",19,,100068814,"DICK COURTER",11/10/2020 9:29:20 PM,1,2266,0.138576320939335,3/14,
100043068,"STATE REPRESENTATIVE, 36TH DISTRICT","","","","HD 36",19,,9901,"Write-in",11/10/2020 9:29:20 PM,1,99,0.00238450792427381,11/11,
100043068,"STATE REPRESENTATIVE, 36TH DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 36",19,,100066837,"LISA REYNOLDS",11/10/2020 9:29:20 PM,1,34464,0.830097788910834,11/11,
100043068,"STATE REPRESENTATIVE, 36TH DISTRICT","REPUBLICAN","","","HD 36",19,,100066835,"JAMES A BALL",11/10/2020 9:29:20 PM,1,6955,0.167517703164892,11/11,
100043070,"STATE REPRESENTATIVE, 38TH DISTRICT","","","","HD 38",20,,9901,"Write-in",11/10/2020 9:29:20 PM,1,36,0.00183467536438691,18/18,
100043070,"STATE REPRESENTATIVE, 38TH DISTRICT","DEMOCRAT, INDEPENDENT, WORKING FAMILIES","","","HD 38",20,,100060561,"ANDREA SALINAS",11/10/2020 9:29:20 PM,1,15873,0.80893894608093,18/18,
100043070,"STATE REPRESENTATIVE, 38TH DISTRICT","REPUBLICAN","","","HD 38",20,,100067962,"PATRICK CASTLES",11/10/2020 9:29:20 PM,1,3713,0.189226378554684,18/18,
100043067,"STATE REPRESENTATIVE, 35TH DISTRICT","","","","HD 35",21,,9901,"Write-in",11/10/2020 9:29:20 PM,1,7,0.00123653064829535,3/14,
100043067,"STATE REPRESENTATIVE, 35TH DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 35",21,,100066782,"DACIA GRAYBER",11/10/2020 9:29:20 PM,1,4547,0.803214979685568,3/14,
100043067,"STATE REPRESENTATIVE, 35TH DISTRICT","REPUBLICAN","","","HD 35",21,,100066786,"BOB NIEMEYER",11/10/2020 9:29:20 PM,1,1107,0.195548489666137,3/14,
100043073,"STATE REPRESENTATIVE, 41ST DISTRICT","","","","HD 41",21,,9901,"Write-in",11/10/2020 9:29:20 PM,1,36,0.00212376850923249,14/14,
100043073,"STATE REPRESENTATIVE, 41ST DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 41",21,,300027727,"KARIN POWER",11/10/2020 9:29:20 PM,1,14366,0.847501622323167,14/14,
100043073,"STATE REPRESENTATIVE, 41ST DISTRICT","REPUBLICAN","","","HD 41",21,,100066842,"MICHAEL NEWGARD",11/10/2020 9:29:20 PM,1,2549,0.150374609167601,14/14,
100043074,"STATE REPRESENTATIVE, 42ND DISTRICT","","","","HD 42",22,,9901,"Write-in",11/10/2020 9:29:20 PM,1,760,0.0184910342814043,7/7,
100043074,"STATE REPRESENTATIVE, 42ND DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 42",22,,100043160,"ROB NOSSE",11/10/2020 9:29:20 PM,1,40341,0.981508965718596,7/7,
100043075,"STATE REPRESENTATIVE, 43RD DISTRICT","","","","HD 43",23,,9901,"Write-in",11/10/2020 9:29:20 PM,1,504,0.0127105820639564,6/6,
100043075,"STATE REPRESENTATIVE, 43RD DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 43",23,,300027731,"TAWNA SANCHEZ",11/10/2020 9:29:20 PM,1,39148,0.987289417936044,6/6,
100043076,"STATE REPRESENTATIVE, 44TH DISTRICT","","","","HD 44",24,,9901,"Write-in",11/10/2020 9:29:20 PM,1,157,0.00422804513505507,5/5,
100043076,"STATE REPRESENTATIVE, 44TH DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 44",24,,300025069,"TINA KOTEK",11/10/2020 9:29:20 PM,1,32356,0.871354320954407,5/5,
100043076,"STATE REPRESENTATIVE, 44TH DISTRICT","REPUBLICAN","","","HD 44",24,,100069230,"MARGO LOGAN",11/10/2020 9:29:20 PM,1,4620,0.124417633910538,5/5,
100043077,"STATE REPRESENTATIVE, 45TH DISTRICT","","","","HD 45",25,,9901,"Write-in",11/10/2020 9:29:20 PM,1,901,0.028042328042328,10/10,
100043077,"STATE REPRESENTATIVE, 45TH DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 45",25,,100042967,"BARBARA SMITH WARNER",11/10/2020 9:29:20 PM,1,31229,0.971957671957672,10/10,
100043078,"STATE REPRESENTATIVE, 46TH DISTRICT","","","","HD 46",26,,9901,"Write-in",11/10/2020 9:29:20 PM,1,770,0.0249870197300104,7/7,
100043078,"STATE REPRESENTATIVE, 46TH DISTRICT","DEMOCRAT, WORKING FAMILIES","","","HD 46",26,,100066845,"KHANH PHAM",11/10/2020 9:29:20 PM,1,30046,0.97501298026999,7/7,
100043079,"STATE REPRESENTATIVE, 47TH DISTRICT","","","","HD 47",27,,9901,"Write-in",11/10/2020 9:29:20 PM,1,83,0.00302367941712204,10/10,
100043079,"STATE REPRESENTATIVE, 47TH DISTRICT","DEMOCRAT","","","HD 47",27,,300027733,"DIEGO HERNANDEZ",11/10/2020 9:29:20 PM,1,13569,0.49431693989071,10/10,
100043079,"STATE REPRESENTATIVE, 47TH DISTRICT","REPUBLICAN","","","HD 47",27,,100068176,"RYAN GARDNER",11/10/2020 9:29:20 PM,1,8617,0.31391621129326,10/10,
100043079,"STATE REPRESENTATIVE, 47TH DISTRICT","WORKING FAMILIES","","","HD 47",27,,100072651,"ASHTON SIMPSON",11/10/2020 9:29:20 PM,1,5181,0.188743169398907,10/10,
100043080,"STATE REPRESENTATIVE, 48TH DISTRICT","","","","HD 48",28,,9901,"Write-in",11/10/2020 9:29:20 PM,1,338,0.024080934739242,14/14,
100043080,"STATE REPRESENTATIVE, 48TH DISTRICT","DEMOCRAT, INDEPENDENT","","","HD 48",28,,300025072,"JEFF REARDON",11/10/2020 9:29:20 PM,1,10988,0.782844115132516,14/14,
100043080,"STATE REPRESENTATIVE, 48TH DISTRICT","LIBERTARIAN","","","HD 48",28,,100072727,"EDWARD MARIHART",11/10/2020 9:29:20 PM,1,2710,0.193074950128242,14/14,
100043081,"STATE REPRESENTATIVE, 49TH DISTRICT","","","","HD 49",29,,9901,"Write-in",11/10/2020 9:29:20 PM,1,111,0.00397550231008918,11/11,
100043081,"STATE REPRESENTATIVE, 49TH DISTRICT","DEMOCRAT, INDEPENDENT, WORKING FAMILIES","","","HD 49",29,,100066848,"ZACH HUDSON",11/10/2020 9:29:20 PM,1,15974,0.572114179291573,11/11,
100043081,"STATE REPRESENTATIVE, 49TH DISTRICT","REPUBLICAN","","","HD 49",29,,100072604,"GREG JOHNSON",11/10/2020 9:29:20 PM,1,11836,0.423910318398338,11/11,
100043082,"STATE REPRESENTATIVE, 50TH DISTRICT","","","","HD 50",30,,9901,"Write-in",11/10/2020 9:29:20 PM,1,58,0.00200041387873353,8/8,
100043082,"STATE REPRESENTATIVE, 50TH DISTRICT","DEMOCRAT, INDEPENDENT, WORKING FAMILIES","","","HD 50",30,,100066850,"RICKI RUIZ",11/10/2020 9:29:20 PM,1,15520,0.535283162033524,8/8,
100043082,"STATE REPRESENTATIVE, 50TH DISTRICT","REPUBLICAN","","","HD 50",30,,100066851,"AMELIA SALVADOR",11/10/2020 9:29:20 PM,1,13416,0.462716424087742,8/8,
100043083,"STATE REPRESENTATIVE, 51ST DISTRICT","","","","HD 51",31,,9901,"Write-in",11/10/2020 9:29:20 PM,1,31,0.00214458664821861,19/19,
100043083,"STATE REPRESENTATIVE, 51ST DISTRICT","DEMOCRAT, INDEPENDENT, WORKING FAMILIES","","","HD 51",31,,300027739,"JANELLE S BYNUM",11/10/2020 9:29:20 PM,1,8302,0.574334140435835,19/19,
100043083,"STATE REPRESENTATIVE, 51ST DISTRICT","LIBERTARIAN","","","HD 51",31,,100072560,"DONALD B CRAWFORD",11/10/2020 9:29:20 PM,1,597,0.0413005880318229,19/19,
100043083,"STATE REPRESENTATIVE, 51ST DISTRICT","REPUBLICAN","","","HD 51",31,,100068487,"JANE J HAYS",11/10/2020 9:29:20 PM,1,5525,0.382220684884123,19/19,
100043084,"STATE REPRESENTATIVE, 52ND DISTRICT","","","","HD 52",32,,9901,"Write-in",11/10/2020 9:29:20 PM,1,13,0.00166538560081988,24/24,
100043084,"STATE REPRESENTATIVE, 52ND DISTRICT","DEMOCRAT, INDEPENDENT, WORKING FAMILIES","","","HD 52",32,,100061479,"ANNA WILLIAMS",11/10/2020 9:29:20 PM,1,3424,0.438636945939021,24/24,
100043084,"STATE REPRESENTATIVE, 52ND DISTRICT","LIBERTARIAN","","","HD 52",32,,100072655,"STEPHEN D ALDER",11/10/2020 9:29:20 PM,1,182,0.0233153984114783,24/24,
100043084,"STATE REPRESENTATIVE, 52ND DISTRICT","REPUBLICAN","","","HD 52",32,,100068488,"JEFF HELFRICH",11/10/2020 9:29:20 PM,1,4187,0.536382270048681,24/24,
100043027,"JUDGE OF THE SUPREME COURT, POSITION 4","","","","STATEWIDE NONPARTISAN",33,,9901,"Write-in",11/10/2020 9:29:20 PM,1,8188,0.0291327768645618,662/1333,
100043027,"JUDGE OF THE SUPREME COURT, POSITION 4","NONPARTISAN INCUMBENT","","","STATEWIDE NONPARTISAN",33,,100072442,"CHRISTOPHER L GARRETT",11/10/2020 9:29:20 PM,1,272870,0.970867223135438,662/1333,
100042920,"JUDGE OF THE COURT OF APPEALS, POSITION 9","","","","STATEWIDE NONPARTISAN",34,,9901,"Write-in",11/10/2020 9:29:20 PM,1,7279,0.0261863733006199,662/1333,
100042920,"JUDGE OF THE COURT OF APPEALS, POSITION 9","NONPARTISAN INCUMBENT","","","STATEWIDE NONPARTISAN",34,,100072495,"JACQUELINE S KAMINS",11/10/2020 9:29:20 PM,1,270690,0.97381362669938,662/1333,
100043173,"JUDGE OF THE CIRCUIT COURT, 4TH DISTRICT, POSITION 12","","","","CIRCUIT COURT DISTRICT 04",35,,9901,"Write-in",11/10/2020 9:29:20 PM,1,4205,0.0120438792461477,113/113,
100043173,"JUDGE OF THE CIRCUIT COURT, 4TH DISTRICT, POSITION 12","NONPARTISAN","","","CIRCUIT COURT DISTRICT 04",35,,100072498,"ADRIAN L BROWN",11/10/2020 9:29:20 PM,1,198967,0.56987741307212,113/113,
100043173,"JUDGE OF THE CIRCUIT COURT, 4TH DISTRICT, POSITION 12","NONPARTISAN","","","CIRCUIT COURT DISTRICT 04",35,,100072499,"RIMA GHANDOUR",11/10/2020 9:29:20 PM,1,145968,0.418078707681732,113/113,
100043166,"JUDGE OF THE CIRCUIT COURT, 4TH DISTRICT, POSITION 26","","","","CIRCUIT COURT DISTRICT 04",36,,9901,"Write-in",11/10/2020 9:29:20 PM,1,6834,0.025264325323475,113/113,
100043166,"JUDGE OF THE CIRCUIT COURT, 4TH DISTRICT, POSITION 26","NONPARTISAN INCUMBENT","","","CIRCUIT COURT DISTRICT 04",36,,100072497,"STEFFAN ALEXANDER",11/10/2020 9:29:20 PM,1,263666,0.974735674676525,113/113,
100043567,"CITY OF FAIRVIEW, COUNCILOR, POSITION 1","","","","CITY OF FAIRVIEW",37,,9901,"Write-in",11/10/2020 9:29:20 PM,1,100,0.0309214594928881,1/1,
100043567,"CITY OF FAIRVIEW, COUNCILOR, POSITION 1","NONPARTISAN","","","CITY OF FAIRVIEW",37,,100073382,"WENDY YOUNG LAWTON",11/10/2020 9:29:20 PM,1,3134,0.969078540507112,1/1,
100043568,"CITY OF FAIRVIEW, COUNCILOR, POSITION 2","","","","CITY OF FAIRVIEW",38,,9901,"Write-in",11/10/2020 9:29:20 PM,1,45,0.0124172185430464,1/1,
100043568,"CITY OF FAIRVIEW, COUNCILOR, POSITION 2","NONPARTISAN","","","CITY OF FAIRVIEW",38,,100072958,"MIKE WEATHERBY",11/10/2020 9:29:20 PM,1,1731,0.477649006622517,1/1,
100043568,"CITY OF FAIRVIEW, COUNCILOR, POSITION 2","NONPARTISAN","","","CITY OF FAIRVIEW",38,,100073384,"STEVE MARKER",11/10/2020 9:29:20 PM,1,1848,0.509933774834437,1/1,
100043569,"CITY OF FAIRVIEW, COUNCILOR, POSITION 3","","","","CITY OF FAIRVIEW",39,,9901,"Write-in",11/10/2020 9:29:20 PM,1,88,0.0291390728476821,1/1,
100043569,"CITY OF FAIRVIEW, COUNCILOR, POSITION 3","NONPARTISAN","","","CITY OF FAIRVIEW",39,,100072959,"KEITH A KUDRNA",11/10/2020 9:29:20 PM,1,2932,0.970860927152318,1/1,
100043935,"CITY OF FAIRVIEW, COUNCILOR, POSITION 5","","","","CITY OF FAIRVIEW",40,,9901,"Write-in",11/10/2020 9:29:20 PM,1,82,0.0265286315108379,1/1,
100043935,"CITY OF FAIRVIEW, COUNCILOR, POSITION 5","NONPARTISAN","","","CITY OF FAIRVIEW",40,,100073767,"STEVE OWEN",11/10/2020 9:29:20 PM,1,3009,0.973471368489162,1/1,
100043601,"CITY OF GRESHAM, MAYOR","","","","CITY OF GRESHAM",41,,9901,"Write-in",11/10/2020 9:29:20 PM,1,337,0.00748639342441408,16/16,
100043601,"CITY OF GRESHAM, MAYOR","NONPARTISAN","","","CITY OF GRESHAM",41,,100072989,"SEAN BISHOP",11/10/2020 9:29:20 PM,1,2015,0.0447628568255026,16/16,
100043601,"CITY OF GRESHAM, MAYOR","NONPARTISAN","","","CITY OF GRESHAM",41,,100072993,"JOE DEMERS",11/10/2020 9:29:20 PM,1,8652,0.192202599133622,16/16,
100043601,"CITY OF GRESHAM, MAYOR","NONPARTISAN","","","CITY OF GRESHAM",41,,100072994,"EDDY MORALES",11/10/2020 9:29:20 PM,1,16452,0.365478173942019,16/16,
100043601,"CITY OF GRESHAM, MAYOR","NONPARTISAN","","","CITY OF GRESHAM",41,,100072995,"TRAVIS STOVALL",11/10/2020 9:29:20 PM,1,16529,0.36718871487282,16/16,
100043601,"CITY OF GRESHAM, MAYOR","NONPARTISAN","","","CITY OF GRESHAM",41,,100072996,"NICK SWITZER",11/10/2020 9:29:20 PM,1,1030,0.0228812618016217,16/16,
100043570,"CITY OF GRESHAM, COUNCILOR, POSITION 1","","","","CITY OF GRESHAM",42,,9901,"Write-in",11/10/2020 9:29:20 PM,1,330,0.00796697327442602,16/16,
100043570,"CITY OF GRESHAM, COUNCILOR, POSITION 1","NONPARTISAN","","","CITY OF GRESHAM",42,,100072960,"JERRY W HINTON",11/10/2020 9:29:20 PM,1,19388,0.468071751044156,16/16,
100043570,"CITY OF GRESHAM, COUNCILOR, POSITION 1","NONPARTISAN","","","CITY OF GRESHAM",42,,100072997,"DINA DINUCCI",11/10/2020 9:29:20 PM,1,21703,0.523961275681418,16/16,
100043571,"CITY OF GRESHAM, COUNCILOR, POSITION 3","","","","CITY OF GRESHAM",43,,9901,"Write-in",11/10/2020 9:29:20 PM,1,315,0.00767787067053404,16/16,
100043571,"CITY OF GRESHAM, COUNCILOR, POSITION 3","NONPARTISAN","","","CITY OF GRESHAM",43,,100072998,"MATT BURNETT",11/10/2020 9:29:20 PM,1,3608,0.0879420869183708,16/16,
100043571,"CITY OF GRESHAM, COUNCILOR, POSITION 3","NONPARTISAN","","","CITY OF GRESHAM",43,,100072999,"BRIANNA HARRIS",11/10/2020 9:29:20 PM,1,5140,0.125283349989032,16/16,
100043571,"CITY OF GRESHAM, COUNCILOR, POSITION 3","NONPARTISAN","","","CITY OF GRESHAM",43,,100073000,"VINCE JONES-DIXON",11/10/2020 9:29:20 PM,1,17273,0.421015428863919,16/16,
100043571,"CITY OF GRESHAM, COUNCILOR, POSITION 3","NONPARTISAN","","","CITY OF GRESHAM",43,,100073001,"RAYMOND LOVE",11/10/2020 9:29:20 PM,1,12804,0.312087162112755,16/16,
